Sector Code,Sector,Industry Code,Industry,Disclosure Topic Code,Disclosure Topic,Accounting Metric Code,Accounting Metric,Technical Protocol Code,Technical Protocol,TP Footnote Number,TP Footnote,Technical Protocol Bullet Point 1,TP_BP1 Footnote Number,TP_BP1 Footnote,Sub-Bullet Points for Bullet Point 1,TP_BP1_Sub Footnote Number,TP_BP1_Sub Footnote,Technical Protocol Bullet Point 2,TP_BP2 Footnote Number,TP_BP2 Footnote,Sub-Bullet Points for Bullet Point 2,TP_BP2_Sub Footnote Number,TP_BP2_Sub Footnote,Technical Protocol Bullet Point 3,TP_BP3 Footnote Number,TP_BP3 Footnote,Sub-Bullet Points for Bullet Point 3,TP_BP3_Sub Footnote Number,TP_BP3_Sub Footnote,Technical Protocol Bullet Point 4,TP_BP4 Footnote Number,TP_BP4 Footnote,Sub-Bullet Points for Bullet Point 4,TP_BP4_Sub Footnote Number,TP_BP4_Sub Footnote,Technical Protocol Bullet Point 5,TP_BP5 Footnote Number,TP_BP5 Footnote,Sub-Bullet Points for Bullet Point 5,TP_BP5_Sub Footnote Number,TP_BP5_Sub Footnote,Technical Protocol Bullet Point 6,TP_BP6 Footnote Number,TP_BP6 Footnote,Sub-Bullet Points for Bullet Point 6,TP_BP6_Sub Footnote Number,TP_BP6_Sub Footnote,Technical Protocol Bullet Point 7,TP_BP7 Footnote Number,TP_BP7 Footnote,Sub-Bullet Points for Bullet Point 7,TP_BP7_Sub Footnote Number,TP_BP7_Sub Footnote,Technical Protocol Bullet Point 8,TP_BP8 Footnote Number,TP_BP8 Footnote,Sub-Bullet Points for Bullet Point 8,TP_BP8_Sub Footnote Number,TP_BP8_Sub Footnote,Technical Protocol Bullet Point 9,TP_BP9 Footnote Number,TP_BP9 Footnote,Sub-Bullet Points for Bullet Point 9,TP_BP9_Sub Footnote Number,TP_BP9_Sub Footnote,Technical Protocol Bullet Point 10,TP_BP10 Footnote Number,TP_BP10 Footnote,Sub-Bullet Points for Bullet Point 10,TP_BP10_Sub Footnote Number,TP_BP10_Sub Footnote,Technical Protocol Bullet Point 11,TP_BP11 Footnote Number,TP_BP11 Footnote,Sub-Bullet Points for Bullet Point 11,TP_BP11_Sub Footnote Number,TP_BP11_Sub Footnote
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), (4) total vehicle incident rate (TVIR), and (5) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",EM-SV-320a.1.3,The entity shall disclose its near miss frequency rate (NMFR) for work-related near misses., , ,"A near miss is defined as an unplanned or uncontrolled event or chain of events that has not resulted in a recordable injury, illness, or physical damage or environmental damage, but had the potential to do so in other circumstances.", ,, , ,,"The U.S. National Safety Council (NSC) provides guidance on implementing near miss reporting, including in, “Near Miss Reporting Systems.”", ,, , ,,"The entity may disclose its process for classifying, identifying, and reporting near misses.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), (4) total vehicle incident rate (TVIR), and (5) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",EM-SV-320a.1.4,The entity shall disclose its total vehicle incident rate (TVIR) according to definitions and guidance from the American Petroleum Institute (API)., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), (4) total vehicle incident rate (TVIR), and (5) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",EM-SV-320a.1.5,"The entity shall disclose the average number of training hours provided to its workforce for health, safety, and emergency management training.", , ,Training shall relate to topics listed under Regulation U.S. 29 CFR Part 1910 Occupational Health and Safety Standards, ,,"• The entity may include training hours related to topics not listed under Regulation U.S. 29 CFR Part 1910 so long as: (1) the training relates to the health, safety, or emergency preparedness of employees with respect to occupational risks or hazards to which employees are reasonably likely to be exposed and (2) the entity discloses the subject of the training and the specific occupational risks or hazards the training is intended to address.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), (4) total vehicle incident rate (TVIR), and (5) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",EM-SV-320a.1.6,"Rates shall be calculated as: (statistic count × 200,000) / hours worked", , ,"The U.S. Bureau of Labor Statistics (BLS) provides additional guidance for the calculation of rates in, “How to Compute a Firm’s Incidence Rate for Safety Management” and “Incidence Rate Calculator and Comparison Tool.”", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), (4) total vehicle incident rate (TVIR), and (5) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",EM-SV-320a.1.7,"The average number of hours of health, safety, and emergency response training shall be calculated as: (total qualifying training hours provided by the entity) / (total number of employees).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), (4) total vehicle incident rate (TVIR), and (5) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",EM-SV-320a.1.8,The scope of disclosure includes work-related incidents only., , ,"OSHA guidance for Forms 300, 300A, and 301 provides guidance on determining whether an incident is work-related, as well as definitions for exemptions for incidents that occur in the work environment but are not work-related.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), (4) total vehicle incident rate (TVIR), and (5) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",EM-SV-320a.1.9,"The entity shall disclose its TRIR, Fatality Rate, NMFR, and average hours of health, safety, and emergency response training per employee for each of the following categories of employee:", , ,"Direct, full-time employees, defined as a person legally contracted and paid directly by a company to undertake work associated with its business activities", ,, , ,,"Contract employees, defined as a person not employed directly by the company who performs services under contract for the company, especially at one of its worksites", ,, , ,,"Short-service employees (full-time and contract), defined as a newly placed full-time or temporary employee or subcontractor with less than six months’ experience in the assigned job", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.2,Description of management systems used to integrate a culture of safety throughout the value chain and project lifecycle,EM-SV-320a.2.1,The entity shall describe its management system used to integrate a culture of safety throughout the value chain and project lifecycle., , ,"The scope of disclosure includes how the entity integrates a culture of safety throughout its value chain, such as through training, joint management by the workforce and leadership, rules and guidelines, and use of technology.", ,, , ,,"Disclosure may focus broadly on safety systems but shall specifically address the systems to maintain a safe working environment, including the prevention of incidents, accidents, fatalities, and illness.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.2,Description of management systems used to integrate a culture of safety throughout the value chain and project lifecycle,EM-SV-320a.2.2,"The scope of disclosure includes a description of how workforce safety management is coordinated amongst business partners (e.g., contractors and sub-contractors).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-320a,Workforce Health & Safety,EM-SV-320a.2,Description of management systems used to integrate a culture of safety throughout the value chain and project lifecycle,EM-SV-320a.2.3,"The value chain and project life cycle include, but are not limited to: geological and seismic surveys, site surveys, exploratory drilling, appraisal drilling, site development, production, and decommissioning.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-510a,Business Ethics & Payments Transparency,EM-SV-510a.1,Amount of net revenue in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,EM-SV-510a.1.1,The entity shall disclose its net revenue from activities located in the countries with the 20 lowest rankings in Transparency International’s Corruption Perception Index (CPI)., , ,"The 20 lowest numerical ranks shall be used to generate the scope of countries; therefore, due to the fact that multiple countries share many ranks, the scope may include more than 20 countries.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-510a,Business Ethics & Payments Transparency,EM-SV-510a.1,Amount of net revenue in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,EM-SV-510a.1.2,The entity shall use the most current version of the CPI., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-510a,Business Ethics & Payments Transparency,EM-SV-510a.1,Amount of net revenue in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,EM-SV-510a.1.3,The entity may discuss its operations that are located in countries with low rankings in the index but present low business ethics risks; the entity may provide similar discussion for operations located in countries that do not have one of the 20 lowest rankings in the index but that present unique or high business ethics risks., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-510a,Business Ethics & Payments Transparency,EM-SV-510a.2,Description of the management system for prevention of corruption and bribery throughout the value chain,EM-SV-510a.2.1,The entity shall describe its management system and due diligence procedures for assessing and managing corruption and bribery risks internally and associated with business partners in its value chain., , ,"Business partners include, but are not limited to customers, suppliers, contractors, subcontractors, and joint venture (JV) partners", ,, , ,,"Relevant aspects of a management system include, where relevant:", ,,"• Employee awareness programs
• Internal mechanisms for reporting and following up on suspected violations
• Anti-corruption policies
• Application of the Extractive Industry Transparency Initiative (EITI) Standard, including, but not limited to, provisions related to beneficial ownership and politically-exposed persons, licenses and contracts, social expenditures, project-level payments, subnational payments, data accessibility, and multi-stakeholder engagement", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-510a,Business Ethics & Payments Transparency,EM-SV-510a.2,Description of the management system for prevention of corruption and bribery throughout the value chain,EM-SV-510a.2.2,The entity may discuss the implementation of one or more of the following:, , ,Key Organization for Economic Co-operation and Development (OECD) guidelines, ,, , ,,International Chamber of Commerce (ICC): Rules of Conduct against Extortion and Bribery, ,, , ,,Transparency International: Business Principles for Countering Bribery, ,, , ,,United Nations Global Compact: 10th Principle, ,, , ,,World Economic Forum (WEF): Partnering Against Corruption Initiative (PACI), ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-530a,Management of the Legal & Regulatory Environment,EM-SV-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,EM-SV-530a.1.1,"The entity shall identify risks and opportunities it faces related to legislation, regulation, and/or rulemaking, (hereafter referred to collectively as “legal and regulatory environment”) related to environmental and social factors which are relevant to the entity's business.", , ,"The scope shall include existing, emerging, and known future risks and opportunities.", ,, , ,,"The scope shall include risks and opportunities that may exist domestically and internationally at the local, state, and national level.", ,, , ,,"The regulatory environment related to relevant environmental and social factors includes, but is not limited to, those related to non-greenhouse gas air emissions, greenhouse gas emissions, water withdrawals and effluents, chemical use, ecological impacts, employee health and safety, business ethics and payments transparency, and natural resource governance.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-530a,Management of the Legal & Regulatory Environment,EM-SV-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,EM-SV-530a.1.2,"Relevant risks include, but are not limited to, risk of increased compliance costs, risk of policy reversal (e.g., risks associated with changes to the U.S. Clean Air Act, EU Emissions Trading Scheme, or the California Global Warming Solutions Act), risk of loss of financial incentives (e.g., reduction or elimination of tax deductions associated with oil and gas exploration and production), risk to reputation due to entity's stance and actions related to the legal and regulatory environment, risk that the legal and regulatory environment may not be aligned with long-term strategy, and risk of misalignment with the expectations of customers, investors, and other stakeholders.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-530a,Management of the Legal & Regulatory Environment,EM-SV-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,EM-SV-530a.1.3,"Relevant opportunities include, but are not limited to, improved financial conditions (e.g., through policies which incentivize oil and gas exploration and production activities), improved community relations due to the entity’s stance and actions related to the legal and regulatory environment, and other benefits due to alignment of the legal and regulatory environment with the entity’s long-term strategy.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-530a,Management of the Legal & Regulatory Environment,EM-SV-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,EM-SV-530a.1.4,The entity shall discuss its efforts to manage risks and opportunities associated with each aspect of the legal and regulatory environment associated with the topics included in the SASB Oil & Gas – Services standard that are relevant to the entity's business., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-530a,Management of the Legal & Regulatory Environment,EM-SV-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,EM-SV-530a.1.5,"The entity shall discuss its overall strategy to manage risks and opportunities associated with each aspect of the legal and regulatory environment it has identified, which may include, but is not limited to:", , ,Any changes it has made or plans to make to its business structure or model, ,, , ,,The development of new technologies or services, ,, , ,,"Any changes it has made or plans to make to its operational process, control, or organizational structures", ,, , ,,"Influencing the regulatory or legislative process and outcomes, including but not limited to, interactions with regulators, regulatory agencies, legislators, policymakers, and any others involved in the regulatory or legislative process.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-530a,Management of the Legal & Regulatory Environment,EM-SV-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,EM-SV-530a.1.6,The entity may describe whether its stance may align with or differ from the official stance of its industry organization(s) and discuss any relevant reasons for alignment or divergence., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-540a,Critical Incident Risk Management,EM-SV-540a.1,Description of management systems used to identify and mitigate catastrophic and tail-end risks,EM-SV-540a.1.1,The entity shall describe its management systems used to identify and mitigate catastrophic and tail-end risks., , ,"The scope of catastrophic and tail-end risks include low-probability, high-impact accidents and emergencies that could have catastrophic effects on human health, local community, and environmental impacts.", ,, , ,,The scope of disclosure shall include how the entity integrates a culture of safety as well as management systems and technical controls to manage and mitigate catastrophic and tail-end risks., ,, , ,,"The description may include, but is not limited to, employee training, the use of operating procedures, hot work permitting, pre-start up safety reviews, mechanical integrity programs, management of change, incident investigation, emergency planning and response, audits, and other management systems.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-540a,Critical Incident Risk Management,EM-SV-540a.1,Description of management systems used to identify and mitigate catastrophic and tail-end risks,EM-SV-540a.1.2,"The entity shall include a description of how critical incident risk management is coordinated amongst business partners (e.g., contractors and sub-contractors).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,Extractives & Minerals Processing,EM-SV,Oil & Gas – Services,EM-SV-540a,Critical Incident Risk Management,EM-SV-540a.1,Description of management systems used to identify and mitigate catastrophic and tail-end risks,EM-SV-540a.1.3,"The scope of disclosure may include, but is not limited to, the following stages of a project’s lifecycle: geological and seismic surveys, site surveys, exploratory drilling, appraisal drilling, site development, production, and decommissioning.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-130a,Energy Management,FB-AB-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",FB-AB-130a.1.1,"The entity shall disclose (1) the total amount of energy it consumed as an aggregate figure, in gigajoules (GJ).", , ,"The scope of energy consumption includes energy from all sources, including energy purchased from sources external to the entity and energy produced by the entity itself (self-generated). For example, direct fuel usage, purchased electricity, and heating, cooling, and steam energy are all included within the scope of energy consumption.", ,, , ,,The scope of energy consumption includes only energy directly consumed by the entity during the reporting period., ,, , ,,"In calculating energy consumption from fuels and biofuels, the entity shall use higher heating values (HHV), also known as gross calorific values (GCV), which are directly measured or taken from the Intergovernmental Panel on Climate Change (IPCC), the U.S. Department of Energy (DOE), or the U.S. Energy Information Administration (EIA).", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-130a,Energy Management,FB-AB-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",FB-AB-130a.1.2,The entity shall disclose (2) the percentage of energy it consumed that was supplied from grid electricity., , ,The percentage shall be calculated as purchased grid electricity consumption divided by total energy consumption., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-130a,Energy Management,FB-AB-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",FB-AB-130a.1.3,The entity shall disclose (3) the percentage of energy it consumed that is renewable energy., , ,"Renewable energy is defined as energy from sources that are replenished at a rate greater than or equal to their rate of depletion, such as geothermal, wind, solar, hydro, and biomass.", ,, , ,,The percentage shall be calculated as renewable energy consumption divided by total energy consumption., ,, , ,,"The scope of renewable energy includes renewable fuel the entity consumed, renewable energy the entity directly produced, and renewable energy the entity purchased, if purchased through a renewable power purchase agreement (PPA) that explicitly includes renewable energy certificates (RECs) or Guarantees of Origin (GOs), a Green?e Energy Certified utility or supplier program, or other green power products that explicitly include RECs or GOs, or for which Green?e Energy Certified RECs are paired with grid electricity.", ,,"• For any renewable electricity generated on-site, any RECs and GOs must be retained (i.e., not sold) and retired or cancelled on behalf of the entity in order for the entity to claim them as renewable energy.
• For renewable PPAs and green power products, the agreement must explicitly include and convey that RECs and GOs be retained or replaced and retired or cancelled on behalf of the entity in order for the entity to claim them as renewable energy.
• The renewable portion of the electricity grid mix that is outside of the control or influence of the entity is excluded from the scope of renewable energy.", ,,"For the purposes of this disclosure, the scope of renewable energy from hydro and biomass sources is limited to the following:", ,,"• Energy from hydro sources is limited to those that are certified by the Low Impact Hydropower Institute or that are eligible for a state Renewable Portfolio Standard;
• Energy from biomass sources is limited to materials certified to a third-party standard (e.g., Forest Stewardship Council, Sustainable Forest Initiative, Programme for the Endorsement of Forest Certification, or American Tree Farm System), materials considered eligible sources of supply according to the Green-e Framework for Renewable Energy Certification, Version 1.0  (2017) or Green-e regional standards, and/or materials that are eligible for an applicable state renewable portfolio standard.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-130a,Energy Management,FB-AB-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",FB-AB-130a.1.4,"The entity shall apply conversion factors consistently for all data reported under this disclosure, such as the use of HHVs for fuel usage (including biofuels) and conversion of kilowatt hours (kWh) to GJ (for energy data including electricity from solar or wind energy).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",FB-AB-140a.1.1,"The entity shall disclose the amount of water, in thousands of cubic meters, that was withdrawn from all sources.", , ,"Water sources include surface water (including water from wetlands, rivers, lakes, and oceans), groundwater, rainwater collected directly and stored by the entity, and water and wastewater obtained from municipal water supplies, water utilities, or other entities.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",FB-AB-140a.1.2,"The entity may disclose portions of its supply by source if, for example, significant portions of withdrawals are from non-freshwater sources.", , ,"Fresh water may be defined according to the local laws and regulations where the entity operates. Where there is no legal definition, fresh water shall be considered to be water that has less than 1,000 parts per million of dissolved solids per the U.S. Geological Survey.", ,, , ,,Water obtained from a water utility in compliance with U.S. National Primary Drinking Water Regulations can be assumed to meet the definition of fresh water., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",FB-AB-140a.1.3,"The entity shall disclose the amount of water, in thousands of cubic meters, that was consumed in its operations.", , ,Water consumption is defined as:, ,,"• Water that evaporates during withdrawal, usage, and discharge;
• Water that is directly or indirectly incorporated into the entity’s product or service;
• Water that does not otherwise return to the same catchment area from which it was withdrawn, such as water returned to another catchment area or the sea.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",FB-AB-140a.1.4,"The entity shall analyze all of its operations for water risks and identify activities that withdraw and consume water in locations with High (40–80 percent) or Extremely High (>80 percent) Baseline Water Stress as classified by the World Resources Institute’s (WRI) Water Risk Atlas tool, Aqueduct.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",FB-AB-140a.1.5,The entity shall disclose its water withdrawn in locations with High or Extremely High Baseline Water Stress as a percentage of the total water withdrawn., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",FB-AB-140a.1.6,The entity shall disclose its water consumed in locations with High or Extremely High Baseline Water Stress as a percentage of the total water consumed., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,FB-AB-140a.2.1,"The entity shall describe its water management risks associated with water withdrawals, water consumption, and discharge of water and/or wastewater.", , ,"Risks associated with water withdrawals and water consumption include risks to the availability of adequate, clean water resources, including, but not limited to:", ,,"• Environmental constraints—such as operating in water-stressed regions, drought, concerns of aquatic impingement or entrainment, interannual or seasonal variability, and risks due to the impact of climate change
• Regulatory and financial constraints—such as volatility in water costs, stakeholder perceptions and concerns related to water withdrawals (e.g., those from local communities, non-governmental organizations, and regulatory agencies), direct competition with and impact from the actions of other users (e.g., commercial and municipal users), restrictions to withdrawals due to regulations, and constraints on the entity’s ability to obtain and retain water rights or permits", ,,"Risks associated with the discharge of water and/or wastewater, include, but are not limited to, the ability to obtain rights or permits related to discharges, compliance with regulations related to discharges, restrictions to discharges, the ability to maintain control over the temperature of water discharges, liabilities and/or reputational risks, and increased operating costs due to regulation, stakeholder perceptions and concerns related to water discharges (e.g., those from local communities, non-governmental organizations, and regulatory agencies).", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,FB-AB-140a.2.2,The entity may describe water management risks in the context of:, , ,"How risks may vary by withdrawal source, including surface water (including water from wetlands, rivers, lakes, and oceans), groundwater, rainwater collected directly and stored by the entity, and water and wastewater obtained from municipal water supplies, water utilities, or other entities; and", ,, , ,,"How risks may vary by discharge destinations, including surface water, groundwater, or wastewater utilities.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,Food & Beverage,FB-AB,Alcoholic Beverages,FB-AB-140a,Water Management,FB-AB-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,FB-AB-140a.2.3,The entity may discuss the potential impacts that water management risks may have on its operations and the timeline over which such risks are expected to manifest., , ,"Impacts may include, but are not limited to, those associated with costs, revenues, liabilities, continuity of operations, and reputation.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
